Key,Value
timestamp #00722,8.033964505378156
timestamp #00723,8.033964505378156
timestamp #00724,8.033964505378156
timestamp #00725,8.033964505378156
timestamp #00726,8.033964505378156
timestamp #00727,8.033964505378156
timestamp #00728,8.033964505378156
timestamp #00729,8.033964505378156
timestamp #00730,8.033964505378156
timestamp #00731,8.033964505378156
timestamp #00732,8.033964505378156
timestamp #00733,8.033964505378156
timestamp #00734,8.033964505378156
timestamp #00735,8.033964505378156
timestamp #00736,8.033964505378156
timestamp #00737,8.033964505378156
timestamp #00738,8.033964505378156
timestamp #00739,8.033964505378156
timestamp #00740,8.033964505378156
timestamp #00741,8.033964505378156
timestamp #00742,8.033964505378156
timestamp #00743,8.033964505378156
timestamp #00744,8.033964505378156
timestamp #00745,8.033964505378156
timestamp #00746,8.033964505378156
timestamp #00747,8.033964505378156
timestamp #00748,8.033964505378156
timestamp #00749,8.033964505378156
timestamp #00750,8.033964505378156
timestamp #00751,8.033964505378156
timestamp #00752,8.033964505378156
timestamp #00753,8.033964505378156
timestamp #00754,8.033964505378156
timestamp #00755,8.033964505378156
timestamp #00756,8.033964505378156
timestamp #00757,8.033964505378156
timestamp #00758,8.033964505378156
timestamp #00759,8.033964505378156
timestamp #00760,8.033964505378156
timestamp #00761,8.033964505378156
timestamp #00762,8.033964505378156
timestamp #00763,8.033964505378156
timestamp #00764,8.033964505378156
timestamp #00765,8.033964505378156
timestamp #00766,8.033964505378156
timestamp #00767,8.033964505378156
timestamp #00768,8.033964505378156
timestamp #00769,16.43681088517606
timestamp #00770,16.43681088517606
timestamp #00771,16.43681088517606
timestamp #00772,16.43681088517606
timestamp #00773,16.43681088517606
timestamp #00774,16.43681088517606
timestamp #00775,16.43681088517606
timestamp #00776,16.43681088517606
timestamp #00777,16.43681088517606
timestamp #00778,16.43681088517606
timestamp #00779,16.43681088517606
timestamp #00780,16.43681088517606
timestamp #00781,16.43681088517606
timestamp #00782,16.43681088517606
timestamp #00783,16.43681088517606
timestamp #00784,16.43681088517606
timestamp #00785,16.43681088517606
timestamp #00786,16.43681088517606
timestamp #00787,16.43681088517606
timestamp #00788,16.43681088517606
timestamp #00789,16.43681088517606
timestamp #00790,16.43681088517606
timestamp #00791,16.43681088517606
timestamp #00792,16.43681088517606
timestamp #00793,16.43681088517606
timestamp #00794,16.43681088517606
timestamp #00795,16.43681088517606
timestamp #00796,16.43681088517606
timestamp #00797,16.43681088517606
timestamp #00798,16.43681088517606
timestamp #00799,16.43681088517606
timestamp #00800,16.43681088517606
timestamp #00801,16.43681088517606
timestamp #00802,16.43681088517606
timestamp #00803,16.43681088517606
timestamp #00804,16.43681088517606
timestamp #00805,16.43681088517606
timestamp #00806,16.43681088517606
timestamp #00807,16.43681088517606
timestamp #00808,16.43681088517606
timestamp #00809,16.43681088517606
timestamp #00810,16.43681088517606
timestamp #00811,16.43681088517606
timestamp #00812,16.43681088517606
timestamp #00813,16.43681088517606
timestamp #00814,16.43681088517606
timestamp #00815,16.43681088517606
timestamp #00816,16.43681088517606
timestamp #00817,16.43681088517606
timestamp #00818,16.43681088517606
timestamp #00819,16.43681088517606
timestamp #00820,16.43681088517606
timestamp #00821,16.43681088517606
timestamp #00822,16.43681088517606
timestamp #00823,16.43681088517606
timestamp #00824,16.43681088517606
timestamp #00825,16.43681088517606
timestamp #00826,16.43681088517606
timestamp #00827,16.43681088517606
timestamp #00828,16.43681088517606
timestamp #00829,16.43681088517606
timestamp #00830,16.43681088517606
timestamp #00831,16.43681088517606
timestamp #00832,16.43681088517606
timestamp #00833,16.43681088517606
timestamp #00834,16.43681088517606
timestamp #00835,16.43681088517606
timestamp #00836,16.43681088517606
timestamp #00837,16.43681088517606
timestamp #00838,16.43681088517606
timestamp #00839,16.43681088517606
timestamp #00840,16.43681088517606
timestamp #00841,16.43681088517606
timestamp #00842,16.43681088517606
timestamp #00843,16.43681088517606
timestamp #00844,16.43681088517606
timestamp #00845,16.43681088517606
timestamp #00846,16.43681088517606
timestamp #00847,16.43681088517606
timestamp #00848,16.43681088517606
timestamp #00849,16.43681088517606
timestamp #00850,16.43681088517606
timestamp #00851,16.43681088517606
timestamp #00852,16.43681088517606
timestamp #00853,16.43681088517606
timestamp #00854,16.43681088517606
timestamp #00855,16.43681088517606
timestamp #00856,16.43681088517606
timestamp #00857,16.43681088517606
timestamp #00858,16.43681088517606
timestamp #00859,16.43681088517606
timestamp #00860,16.43681088517606
timestamp #00861,16.43681088517606
timestamp #00862,16.43681088517606
timestamp #00863,16.43681088517606
timestamp #00864,16.43681088517606
timestamp #00865,16.43681088517606
timestamp #00866,16.43681088517606
timestamp #00867,16.43681088517606
timestamp #00868,16.43681088517606
timestamp #00869,16.43681088517606
timestamp #00870,16.43681088517606
timestamp #00871,16.43681088517606
timestamp #00872,16.43681088517606
timestamp #00873,16.43681088517606
timestamp #00874,16.43681088517606
timestamp #00875,16.43681088517606
timestamp #00876,16.43681088517606
timestamp #00877,16.43681088517606
timestamp #00878,16.43681088517606
timestamp #00879,16.43681088517606
timestamp #00880,16.43681088517606
timestamp #00881,16.43681088517606
timestamp #00882,16.43681088517606
timestamp #00883,16.43681088517606
timestamp #00884,16.43681088517606
timestamp #00885,16.43681088517606
timestamp #00886,16.43681088517606
timestamp #00887,16.43681088517606
timestamp #00888,16.43681088517606
timestamp #00889,16.43681088517606
timestamp #00890,16.43681088517606
timestamp #00891,16.43681088517606
timestamp #00892,16.43681088517606
timestamp #00893,16.43681088517606
timestamp #00894,16.43681088517606
timestamp #00895,16.43681088517606
timestamp #00896,16.43681088517606
timestamp #00897,16.43681088517606
timestamp #00898,16.43681088517606
timestamp #00899,16.43681088517606
timestamp #00900,16.43681088517606
timestamp #00901,16.43681088517606
timestamp #00902,16.43681088517606
timestamp #00903,16.43681088517606
timestamp #00904,16.43681088517606
timestamp #00905,16.43681088517606
timestamp #00906,16.43681088517606
timestamp #00907,16.43681088517606
timestamp #00908,16.43681088517606
timestamp #00909,16.43681088517606
timestamp #00910,16.43681088517606
timestamp #00911,16.43681088517606
timestamp #00912,16.43681088517606
timestamp #00913,16.43681088517606
timestamp #00914,16.43681088517606
timestamp #00915,16.43681088517606
timestamp #00916,16.43681088517606
timestamp #00917,16.43681088517606
timestamp #00918,16.43681088517606
timestamp #00919,16.43681088517606
timestamp #00920,16.43681088517606
timestamp #00921,16.43681088517606
timestamp #00922,16.43681088517606
timestamp #00923,16.43681088517606
timestamp #00924,16.43681088517606
timestamp #00925,16.43681088517606
timestamp #00926,16.43681088517606
timestamp #00927,16.43681088517606
timestamp #00928,16.43681088517606
timestamp #00929,16.43681088517606
timestamp #00930,16.43681088517606
timestamp #00931,16.43681088517606
timestamp #00932,16.43681088517606
timestamp #00933,16.43681088517606
timestamp #00934,16.43681088517606
timestamp #00935,16.43681088517606
timestamp #00936,16.43681088517606
timestamp #00937,16.43681088517606
timestamp #00938,16.43681088517606
timestamp #00939,16.43681088517606
timestamp #00940,16.43681088517606
timestamp #00941,16.43681088517606
timestamp #00942,16.43681088517606
timestamp #00943,16.43681088517606
timestamp #00944,16.43681088517606
timestamp #00945,16.43681088517606
timestamp #00946,16.43681088517606
timestamp #00947,16.43681088517606
timestamp #00948,16.43681088517606
timestamp #00949,16.43681088517606
timestamp #00950,16.43681088517606
timestamp #00951,16.43681088517606
timestamp #00952,16.43681088517606
timestamp #00953,16.43681088517606
timestamp #00954,16.43681088517606
timestamp #00955,16.43681088517606
timestamp #00956,16.43681088517606
timestamp #00957,16.43681088517606
timestamp #00958,16.43681088517606
timestamp #00959,16.43681088517606
timestamp #00960,16.43681088517606
timestamp #00961,16.43681088517606
timestamp #00962,16.43681088517606
timestamp #00963,16.43681088517606
timestamp #00964,16.43681088517606
timestamp #00965,16.43681088517606
timestamp #00966,16.43681088517606
timestamp #00967,16.43681088517606
timestamp #00968,16.43681088517606
timestamp #00969,16.43681088517606
timestamp #00970,16.43681088517606
timestamp #00971,16.43681088517606
timestamp #00972,16.43681088517606
timestamp #00973,16.43681088517606
timestamp #00974,16.43681088517606
timestamp #00975,16.43681088517606
timestamp #00976,16.43681088517606
timestamp #00977,16.43681088517606
timestamp #00978,16.43681088517606
timestamp #00979,16.43681088517606
timestamp #00980,16.43681088517606
timestamp #00981,16.43681088517606
timestamp #00982,16.43681088517606
timestamp #00983,16.43681088517606
timestamp #00984,16.43681088517606
timestamp #00985,16.43681088517606
timestamp #00986,16.43681088517606
timestamp #00987,16.43681088517606
timestamp #00988,16.43681088517606
timestamp #00989,16.43681088517606
timestamp #00990,16.43681088517606
timestamp #00991,16.43681088517606
timestamp #00992,16.43681088517606
timestamp #00993,16.43681088517606
timestamp #00994,16.43681088517606
timestamp #00995,16.43681088517606
timestamp #00996,16.43681088517606
timestamp #00997,16.43681088517606
timestamp #00998,16.43681088517606
timestamp #00999,16.43681088517606
timestamp #01000,16.43681088517606
timestamp #01001,16.43681088517606
timestamp #01002,16.43681088517606
timestamp #01003,16.43681088517606
timestamp #01004,16.43681088517606
timestamp #01005,16.43681088517606
timestamp #01006,16.43681088517606
timestamp #01007,16.43681088517606
timestamp #01008,16.43681088517606
timestamp #01009,16.43681088517606
timestamp #01010,16.43681088517606
timestamp #01011,16.43681088517606
timestamp #01012,16.43681088517606
timestamp #01013,16.43681088517606
timestamp #01014,16.43681088517606
timestamp #01015,16.43681088517606
timestamp #01016,16.43681088517606
timestamp #01017,16.43681088517606
timestamp #01018,16.43681088517606
timestamp #01019,16.43681088517606
timestamp #01020,16.43681088517606
timestamp #01021,16.43681088517606
timestamp #01022,16.43681088517606
timestamp #01023,16.43681088517606
timestamp #01024,16.43681088517606
timestamp #01025,16.43681088517606
timestamp #01026,16.43681088517606
timestamp #01027,16.43681088517606
timestamp #01028,16.43681088517606
timestamp #01029,16.43681088517606
timestamp #01030,16.43681088517606
timestamp #01031,16.43681088517606
timestamp #01032,16.43681088517606
timestamp #01033,16.43681088517606
timestamp #01034,16.43681088517606
timestamp #01035,16.43681088517606
timestamp #01036,16.43681088517606
timestamp #01037,16.43681088517606
timestamp #01038,16.43681088517606
timestamp #01039,16.43681088517606
timestamp #01040,16.43681088517606
timestamp #01041,16.43681088517606
timestamp #01042,16.43681088517606
timestamp #01043,16.43681088517606
timestamp #01044,16.43681088517606
timestamp #01045,16.43681088517606
timestamp #01046,16.43681088517606
timestamp #01047,16.43681088517606
timestamp #01048,16.43681088517606
timestamp #01049,16.43681088517606
timestamp #01050,16.43681088517606
timestamp #01051,16.43681088517606
timestamp #01052,16.43681088517606
timestamp #01053,16.43681088517606
timestamp #01054,16.43681088517606
timestamp #01055,16.43681088517606
timestamp #01056,16.43681088517606
timestamp #01057,16.43681088517606
timestamp #01058,16.43681088517606
timestamp #01059,16.43681088517606
timestamp #01060,16.43681088517606
timestamp #01061,16.43681088517606
timestamp #01062,16.43681088517606
timestamp #01063,16.43681088517606
timestamp #01064,16.43681088517606
timestamp #01065,16.43681088517606
timestamp #01066,16.43681088517606
timestamp #01067,16.43681088517606
timestamp #01068,16.43681088517606
timestamp #01069,16.43681088517606
timestamp #01070,16.43681088517606
timestamp #01071,16.43681088517606
timestamp #01072,16.43681088517606
timestamp #01073,16.43681088517606
timestamp #01074,16.43681088517606
timestamp #01075,16.43681088517606
timestamp #01076,16.43681088517606
timestamp #01077,16.43681088517606
timestamp #01078,16.43681088517606
timestamp #01079,16.43681088517606
timestamp #01080,16.43681088517606
timestamp #01081,16.43681088517606
timestamp #01082,16.43681088517606
timestamp #01083,16.43681088517606
timestamp #01084,16.43681088517606
timestamp #01085,16.43681088517606
timestamp #01086,16.43681088517606
timestamp #01087,16.43681088517606
timestamp #01088,16.43681088517606
timestamp #01089,16.43681088517606
timestamp #01090,16.43681088517606
timestamp #01091,16.43681088517606
timestamp #01092,16.43681088517606
timestamp #01093,16.43681088517606
timestamp #01094,16.43681088517606
timestamp #01095,16.43681088517606
timestamp #01096,16.43681088517606
timestamp #01097,16.43681088517606
timestamp #01098,16.43681088517606
timestamp #01099,16.43681088517606
timestamp #01100,16.43681088517606
timestamp #01101,16.43681088517606
timestamp #01102,16.43681088517606
timestamp #01103,16.43681088517606
timestamp #01104,16.43681088517606
timestamp #01105,16.43681088517606
timestamp #01106,16.43681088517606
timestamp #01107,16.43681088517606
timestamp #01108,16.43681088517606
timestamp #01109,16.43681088517606
timestamp #01110,16.43681088517606
timestamp #01111,16.43681088517606
timestamp #01112,16.43681088517606
timestamp #01113,16.43681088517606
timestamp #01114,16.43681088517606
timestamp #01115,16.43681088517606
timestamp #01116,16.43681088517606
timestamp #01117,16.43681088517606
timestamp #01118,16.43681088517606
timestamp #01119,16.43681088517606
timestamp #01120,16.43681088517606
timestamp #01121,16.43681088517606
timestamp #01122,16.43681088517606
timestamp #01123,16.43681088517606
timestamp #01124,16.43681088517606
timestamp #01125,16.43681088517606
timestamp #01126,16.43681088517606
timestamp #01127,16.43681088517606
timestamp #01128,16.43681088517606
timestamp #01129,16.43681088517606
timestamp #01130,16.43681088517606
timestamp #01131,16.43681088517606
timestamp #01132,16.43681088517606
timestamp #01133,16.43681088517606
timestamp #01134,16.43681088517606
timestamp #01135,16.43681088517606
timestamp #01136,16.43681088517606
timestamp #01137,16.43681088517606
timestamp #01138,16.43681088517606
timestamp #01139,16.43681088517606
timestamp #01140,16.43681088517606
timestamp #01141,16.43681088517606
timestamp #01142,16.43681088517606
timestamp #01143,16.43681088517606
timestamp #01144,16.43681088517606
timestamp #01145,16.43681088517606
timestamp #01146,16.43681088517606
timestamp #01147,16.43681088517606
timestamp #01148,16.43681088517606
timestamp #01149,16.43681088517606
timestamp #01150,16.43681088517606
timestamp #01151,16.43681088517606
timestamp #01152,16.43681088517606
timestamp #01153,24.721506912786513
timestamp #01154,24.721506912786513
timestamp #01155,24.721506912786513
timestamp #01156,24.721506912786513
timestamp #01157,24.721506912786513
timestamp #01158,24.721506912786513
timestamp #01159,24.721506912786513
timestamp #01160,24.721506912786513
timestamp #01161,24.721506912786513
timestamp #01162,24.721506912786513
timestamp #01163,24.721506912786513
timestamp #01164,24.721506912786513
timestamp #01165,24.721506912786513
timestamp #01166,24.721506912786513
timestamp #01167,24.721506912786513
timestamp #01168,24.721506912786513
timestamp #01169,24.721506912786513
timestamp #01170,24.721506912786513
timestamp #01171,24.721506912786513
timestamp #01172,24.721506912786513
timestamp #01173,24.721506912786513
timestamp #01174,24.721506912786513
timestamp #01175,24.721506912786513
timestamp #01176,24.721506912786513
timestamp #01177,24.721506912786513
timestamp #01178,24.721506912786513
timestamp #01179,24.721506912786513
timestamp #01180,24.721506912786513
timestamp #01181,24.721506912786513
timestamp #01182,24.721506912786513
timestamp #01183,24.721506912786513
timestamp #01184,24.721506912786513
timestamp #01185,24.721506912786513
timestamp #01186,24.721506912786513
timestamp #01187,24.721506912786513
timestamp #01188,24.721506912786513
timestamp #01189,24.721506912786513
timestamp #01190,24.721506912786513
timestamp #01191,24.721506912786513
timestamp #01192,24.721506912786513
timestamp #01193,24.721506912786513
timestamp #01194,24.721506912786513
timestamp #01195,24.721506912786513
timestamp #01196,24.721506912786513
timestamp #01197,24.721506912786513
timestamp #01198,24.721506912786513
timestamp #01199,24.721506912786513
timestamp #01200,24.721506912786513
timestamp #01201,24.721506912786513
timestamp #01202,24.721506912786513
timestamp #01203,24.721506912786513
timestamp #01204,24.721506912786513
timestamp #01205,24.721506912786513
timestamp #01206,24.721506912786513
timestamp #01207,24.721506912786513
timestamp #01208,24.721506912786513
timestamp #01209,24.721506912786513
timestamp #01210,24.721506912786513
timestamp #01211,24.721506912786513
timestamp #01212,24.721506912786513
timestamp #01213,24.721506912786513
timestamp #01214,24.721506912786513
timestamp #01215,24.721506912786513
timestamp #01216,24.721506912786513
timestamp #01217,24.721506912786513
timestamp #01218,24.721506912786513
timestamp #01219,24.721506912786513
timestamp #01220,24.721506912786513
timestamp #01221,24.721506912786513
timestamp #01222,24.721506912786513
timestamp #01223,24.721506912786513
timestamp #01224,24.721506912786513
timestamp #01225,24.721506912786513
timestamp #01226,24.721506912786513
timestamp #01227,24.721506912786513
timestamp #01228,24.721506912786513
timestamp #01229,24.721506912786513
timestamp #01230,24.721506912786513
timestamp #01231,24.721506912786513
timestamp #01232,24.721506912786513
timestamp #01233,24.721506912786513
timestamp #01234,24.721506912786513
timestamp #01235,24.721506912786513
timestamp #01236,24.721506912786513
timestamp #01237,24.721506912786513
timestamp #01238,24.721506912786513
timestamp #01239,24.721506912786513
timestamp #01240,24.721506912786513
timestamp #01241,24.721506912786513
timestamp #01242,24.721506912786513
timestamp #01243,24.721506912786513
timestamp #01244,24.721506912786513
timestamp #01245,24.721506912786513
timestamp #01246,24.721506912786513
timestamp #01247,24.721506912786513
timestamp #01248,24.721506912786513
timestamp #01249,24.721506912786513
timestamp #01250,24.721506912786513
timestamp #01251,24.721506912786513
timestamp #01252,24.721506912786513
timestamp #01253,24.721506912786513
timestamp #01254,24.721506912786513
timestamp #01255,24.721506912786513
timestamp #01256,24.721506912786513
timestamp #01257,24.721506912786513
timestamp #01258,24.721506912786513
timestamp #01259,24.721506912786513
timestamp #01260,24.721506912786513
timestamp #01261,24.721506912786513
timestamp #01262,24.721506912786513
timestamp #01263,24.721506912786513
timestamp #01264,24.721506912786513
timestamp #01265,24.721506912786513
timestamp #01266,24.721506912786513
timestamp #01267,24.721506912786513
timestamp #01268,24.721506912786513
timestamp #01269,24.721506912786513
timestamp #01270,24.721506912786513
timestamp #01271,24.721506912786513
timestamp #01272,24.721506912786513
timestamp #01273,24.721506912786513
timestamp #01274,24.721506912786513
timestamp #01275,24.721506912786513
timestamp #01276,24.721506912786513
timestamp #01277,24.721506912786513
timestamp #01278,24.721506912786513
timestamp #01279,24.721506912786513
timestamp #01280,24.721506912786513
timestamp #01281,24.721506912786513
timestamp #01282,24.721506912786513
timestamp #01283,24.721506912786513
timestamp #01284,24.721506912786513
timestamp #01285,24.721506912786513
timestamp #01286,24.721506912786513
timestamp #01287,24.721506912786513
timestamp #01288,24.721506912786513
timestamp #01289,24.721506912786513
timestamp #01290,24.721506912786513
timestamp #01291,24.721506912786513
timestamp #01292,24.721506912786513
timestamp #01293,24.721506912786513
timestamp #01294,24.721506912786513
timestamp #01295,24.721506912786513
timestamp #01296,24.721506912786513
timestamp #01297,24.721506912786513
timestamp #01298,24.721506912786513
timestamp #01299,24.721506912786513
timestamp #01300,24.721506912786513
timestamp #01301,24.721506912786513
timestamp #01302,24.721506912786513
timestamp #01303,24.721506912786513
timestamp #01304,24.721506912786513
timestamp #01305,24.721506912786513
timestamp #01306,24.721506912786513
timestamp #01307,24.721506912786513
timestamp #01308,24.721506912786513
timestamp #01309,24.721506912786513
timestamp #01310,24.721506912786513
timestamp #01311,24.721506912786513
timestamp #01312,24.721506912786513
timestamp #01313,24.721506912786513
timestamp #01314,24.721506912786513
timestamp #01315,24.721506912786513
timestamp #01316,24.721506912786513
timestamp #01317,24.721506912786513
timestamp #01318,24.721506912786513
timestamp #01319,24.721506912786513
timestamp #01320,24.721506912786513
timestamp #01321,24.721506912786513
timestamp #01322,24.721506912786513
timestamp #01323,24.721506912786513
timestamp #01324,24.721506912786513
timestamp #01325,24.721506912786513
timestamp #01326,24.721506912786513
timestamp #01327,24.721506912786513
timestamp #01328,24.721506912786513
timestamp #01329,24.721506912786513
timestamp #01330,24.721506912786513
timestamp #01331,24.721506912786513
timestamp #01332,24.721506912786513
timestamp #01333,24.721506912786513
timestamp #01334,24.721506912786513
timestamp #01335,24.721506912786513
timestamp #01336,24.721506912786513
timestamp #01337,24.721506912786513
timestamp #01338,24.721506912786513
timestamp #01339,24.721506912786513
timestamp #01340,24.721506912786513
timestamp #01341,24.721506912786513
timestamp #01342,24.721506912786513
timestamp #01343,24.721506912786513
timestamp #01344,24.721506912786513
timestamp #01345,24.721506912786513
timestamp #01346,24.721506912786513
timestamp #01347,24.721506912786513
timestamp #01348,24.721506912786513
timestamp #01349,24.721506912786513
timestamp #01350,24.721506912786513
timestamp #01351,24.721506912786513
timestamp #01352,24.721506912786513
timestamp #01353,24.721506912786513
timestamp #01354,24.721506912786513
timestamp #01355,24.721506912786513
timestamp #01356,24.721506912786513
timestamp #01357,24.721506912786513
timestamp #01358,24.721506912786513
timestamp #01359,24.721506912786513
timestamp #01360,24.721506912786513
timestamp #01361,24.721506912786513
timestamp #01362,24.721506912786513
timestamp #01363,24.721506912786513
timestamp #01364,24.721506912786513
timestamp #01365,24.721506912786513
timestamp #01366,24.721506912786513
timestamp #01367,24.721506912786513
timestamp #01368,24.721506912786513
timestamp #01369,24.721506912786513
timestamp #01370,24.721506912786513
timestamp #01371,24.721506912786513
timestamp #01372,24.721506912786513
timestamp #01373,24.721506912786513
timestamp #01374,24.721506912786513
timestamp #01375,24.721506912786513
timestamp #01376,24.721506912786513
timestamp #01377,24.721506912786513
timestamp #01378,24.721506912786513
timestamp #01379,24.721506912786513
timestamp #01380,24.721506912786513
timestamp #01381,24.721506912786513
timestamp #01382,24.721506912786513
timestamp #01383,24.721506912786513
timestamp #01384,24.721506912786513
timestamp #01385,24.721506912786513
timestamp #01386,24.721506912786513
timestamp #01387,24.721506912786513
timestamp #01388,24.721506912786513
timestamp #01389,24.721506912786513
timestamp #01390,24.721506912786513
timestamp #01391,24.721506912786513
timestamp #01392,24.721506912786513
timestamp #01393,24.721506912786513
timestamp #01394,24.721506912786513
timestamp #01395,24.721506912786513
timestamp #01396,24.721506912786513
timestamp #01397,24.721506912786513
timestamp #01398,24.721506912786513
timestamp #01399,24.721506912786513
timestamp #01400,24.721506912786513
timestamp #01401,24.721506912786513
timestamp #01402,24.721506912786513
timestamp #01403,24.721506912786513
timestamp #01404,24.721506912786513
timestamp #01405,24.721506912786513
timestamp #01406,24.721506912786513
timestamp #01407,24.721506912786513
timestamp #01408,24.721506912786513
timestamp #01409,24.721506912786513
timestamp #01410,24.721506912786513
timestamp #01411,24.721506912786513
timestamp #01412,24.721506912786513
timestamp #01413,24.721506912786513
timestamp #01414,24.721506912786513
timestamp #01415,24.721506912786513
timestamp #01416,24.721506912786513
timestamp #01417,24.721506912786513
timestamp #01418,24.721506912786513
timestamp #01419,24.721506912786513
timestamp #01420,24.721506912786513
timestamp #01421,24.721506912786513
timestamp #01422,24.721506912786513
timestamp #01423,24.721506912786513
timestamp #01424,24.721506912786513
timestamp #01425,24.721506912786513
timestamp #01426,24.721506912786513
timestamp #01427,24.721506912786513
timestamp #01428,24.721506912786513
timestamp #01429,24.721506912786513
timestamp #01430,24.721506912786513
timestamp #01431,24.721506912786513
timestamp #01432,24.721506912786513
timestamp #01433,24.721506912786513
timestamp #01434,24.721506912786513
timestamp #01435,24.721506912786513
timestamp #01436,24.721506912786513
timestamp #01437,24.721506912786513
timestamp #01438,24.721506912786513
timestamp #01439,24.721506912786513
timestamp #01440,24.721506912786513
timestamp #01441,24.721506912786513
timestamp #01442,24.721506912786513
timestamp #01443,24.721506912786513
timestamp #01444,24.721506912786513
timestamp #01445,24.721506912786513
timestamp #01446,24.721506912786513
timestamp #01447,24.721506912786513
timestamp #01448,24.721506912786513
timestamp #01449,24.721506912786513
timestamp #01450,24.721506912786513
timestamp #01451,24.721506912786513
timestamp #01452,24.721506912786513
timestamp #01453,24.721506912786513
timestamp #01454,24.721506912786513
timestamp #01455,24.721506912786513
timestamp #01456,24.721506912786513
timestamp #01457,24.721506912786513
timestamp #01458,24.721506912786513
timestamp #01459,24.721506912786513
timestamp #01460,24.721506912786513
timestamp #01461,24.721506912786513
timestamp #01462,24.721506912786513
timestamp #01463,24.721506912786513
timestamp #01464,24.721506912786513
timestamp #01465,24.721506912786513
timestamp #01466,24.721506912786513
timestamp #01467,24.721506912786513
timestamp #01468,24.721506912786513
timestamp #01469,24.721506912786513
timestamp #01470,24.721506912786513
timestamp #01471,24.721506912786513
timestamp #01472,24.721506912786513
timestamp #01473,24.721506912786513
timestamp #01474,24.721506912786513
timestamp #01475,24.721506912786513
timestamp #01476,24.721506912786513
timestamp #01477,24.721506912786513
timestamp #01478,24.721506912786513
timestamp #01479,24.721506912786513
timestamp #01480,24.721506912786513
timestamp #01481,24.721506912786513
timestamp #01482,24.721506912786513
timestamp #01483,24.721506912786513
timestamp #01484,24.721506912786513
timestamp #01485,24.721506912786513
timestamp #01486,24.721506912786513
timestamp #01487,24.721506912786513
timestamp #01488,24.721506912786513
timestamp #01489,24.721506912786513
timestamp #01490,24.721506912786513
timestamp #01491,24.721506912786513
timestamp #01492,24.721506912786513
timestamp #01493,24.721506912786513
timestamp #01494,24.721506912786513
timestamp #01495,24.721506912786513
timestamp #01496,24.721506912786513
timestamp #01497,24.721506912786513
timestamp #01498,24.721506912786513
timestamp #01499,24.721506912786513
timestamp #01500,24.721506912786513
timestamp #01501,24.721506912786513
timestamp #01502,24.721506912786513
timestamp #01503,24.721506912786513
timestamp #01504,24.721506912786513
timestamp #01505,24.721506912786513
timestamp #01506,24.721506912786513
timestamp #01507,24.721506912786513
timestamp #01508,24.721506912786513
timestamp #01509,24.721506912786513
timestamp #01510,24.721506912786513
timestamp #01511,24.721506912786513
timestamp #01512,24.721506912786513
timestamp #01513,24.721506912786513
timestamp #01514,24.721506912786513
timestamp #01515,24.721506912786513
timestamp #01516,24.721506912786513
timestamp #01517,24.721506912786513
timestamp #01518,24.721506912786513
timestamp #01519,24.721506912786513
timestamp #01520,24.721506912786513
timestamp #01521,24.721506912786513
timestamp #01522,24.721506912786513
timestamp #01523,24.721506912786513
timestamp #01524,24.721506912786513
timestamp #01525,24.721506912786513
timestamp #01526,24.721506912786513
timestamp #01527,24.721506912786513
timestamp #01528,24.721506912786513
timestamp #01529,24.721506912786513
timestamp #01530,24.721506912786513
timestamp #01531,24.721506912786513
timestamp #01532,24.721506912786513
timestamp #01533,24.721506912786513
timestamp #01534,24.721506912786513
timestamp #01535,24.721506912786513
timestamp #01536,24.721506912786513
timestamp #01537,33.09286925546452
timestamp #01538,33.09286925546452
timestamp #01539,33.09286925546452
timestamp #01540,33.09286925546452
timestamp #01541,33.09286925546452
timestamp #01542,33.09286925546452
timestamp #01543,33.09286925546452
timestamp #01544,33.09286925546452
timestamp #01545,33.09286925546452
timestamp #01546,33.09286925546452
timestamp #01547,33.09286925546452
timestamp #01548,33.09286925546452
timestamp #01549,33.09286925546452
timestamp #01550,33.09286925546452
timestamp #01551,33.09286925546452
timestamp #01552,33.09286925546452
timestamp #01553,33.09286925546452
timestamp #01554,33.09286925546452
timestamp #01555,33.09286925546452
timestamp #01556,33.09286925546452
timestamp #01557,33.09286925546452
timestamp #01558,33.09286925546452
timestamp #01559,33.09286925546452
timestamp #01560,33.09286925546452
timestamp #01561,33.09286925546452
timestamp #01562,33.09286925546452
timestamp #01563,33.09286925546452
timestamp #01564,33.09286925546452
timestamp #01565,33.09286925546452
timestamp #01566,33.09286925546452
timestamp #01567,33.09286925546452
timestamp #01568,33.09286925546452
timestamp #01569,33.09286925546452
timestamp #01570,33.09286925546452
timestamp #01571,33.09286925546452
timestamp #01572,33.09286925546452
timestamp #01573,33.09286925546452
timestamp #01574,33.09286925546452
timestamp #01575,33.09286925546452
timestamp #01576,33.09286925546452
timestamp #01577,33.09286925546452
timestamp #01578,33.09286925546452
timestamp #01579,33.09286925546452
timestamp #01580,33.09286925546452
timestamp #01581,33.09286925546452
timestamp #01582,33.09286925546452
timestamp #01583,33.09286925546452
timestamp #01584,33.09286925546452
timestamp #01585,33.09286925546452
timestamp #01586,33.09286925546452
timestamp #01587,33.09286925546452
timestamp #01588,33.09286925546452
timestamp #01589,33.09286925546452
timestamp #01590,33.09286925546452
timestamp #01591,33.09286925546452
timestamp #01592,33.09286925546452
timestamp #01593,33.09286925546452
timestamp #01594,33.09286925546452
timestamp #01595,33.09286925546452
